company_id,business_id,account_id,account_name,campaign_id,campaign_name,adset_id,adset_name,ad_id,ad_name,buying_type,clicks,cpc,cpm,cpp,ctr,frequency,impressions,mobile_app_install,spend,fb_mobile_add_to_cart,fb_mobile_purchase,fb_onsite_conversion_purchase,category,sub_category,image_url,image_hash,video_id,promoted_url,link,start_dt,stop_dt,dt
10001,511273569054473,561910137324149,BF-YM-zhule-0719-01,6083096527797,D-DABA,6083097635597,D-DABA-171123-bling,6083097635397,001,0,270,0.335333,5.500273,9.151001,1.640241,1.663736,16461,0,90.54,0,0,0,unknow,unknow,,,,,,2017-11-27,2017-11-27,20171127
10001,511273569054473,561910137324149,BF-YM-zhule-0719-01,6083096527797,D-DABA,6083097635597,D-DABA-171123-bling,6083097635197,002,0,1462,0.036019,1.2151,2.030774,3.373483,1.671281,43338,0,52.66,0,0,0,unknow,unknow,,,,,,2017-11-27,2017-11-27,20171127
10001,511273569054473,561910137324149,BF-YM-zhule-0719-01,6083096527797,D-DABA,6083097644397,D-DABA-171123-boutiques,6083097644797,001,0,1283,0.024754,0.783076,1.261218,3.163371,1.610595,40558,0,31.76,0,0,0,unknow,unknow,,,,,,2017-11-27,2017-11-27,20171127
10001,511273569054473,561910137324149,BF-YM-zhule-0719-01,6083096527797,D-DABA,6083097644397,D-DABA-171123-boutiques,6083097644597,002,0,424,0.381981,3.16075,5.578095,0.827462,1.764801,51241,0,161.96,0,0,0,unknow,unknow,,,,,,2017-11-27,2017-11-27,20171127
10001,511273569054473,561910137324149,BF-YM-zhule-0719-01,6083096527797,D-DABA,6083252943197,D-DABA-171125-dating-happiness-1d-click,6083252943397,002,0,1465,0.023317,0.877585,1.30636,3.763648,1.488585,38925,0,34.16,0,0,0,unknow,unknow,,,,,,2017-11-27,2017-11-27,20171127
10001,511273569054473,561910137324149,BF-YM-zhule-0719-01,6083096527797,D-DABA,6083252943197,D-DABA-171125-dating-happiness-1d-click,6083252942997,001,0,920,0.045772,1.22484,1.981647,2.675974,1.617882,34380,0,42.11,0,0,0,unknow,unknow,,,,,,2017-11-27,2017-11-27,20171127
10001,511273569054473,561910137324149,BF-YM-zhule-0719-01,6083096527797,D-DABA,6083252947197,D-DABA-171125-film-7dclick,6083252947397,001,0,260,0.696038,7.553951,10.996536,1.085278,1.455733,23957,0,180.97,0,0,0,unknow,unknow,,,,,,2017-11-27,2017-11-27,20171127
10001,511273569054473,561910137324149,BF-YM-zhule-0719-01,6083096527797,D-DABA,6083252947197,D-DABA-171125-film-7dclick,6083252946997,002,0,105,0.109238,1.698756,2.583915,1.555095,1.521063,6752,0,11.47,0,0,0,unknow,unknow,,,,,,2017-11-27,2017-11-27,20171127
10001,511273569054473,561910137324149,BF-YM-zhule-0719-01,6083096527797,D-DABA,6083271729197,D-DABA-171126-love-7dclick,6083271729397,002,0,294,0.098878,1.70229,2.201272,1.721614,1.293124,17077,0,29.07,0,0,0,unknow,unknow,,,,,,2017-11-27,2017-11-27,20171127
10001,511273569054473,561910137324149,BF-YM-zhule-0719-01,6083096527797,D-DABA,6083271729197,D-DABA-171126-love-7dclick,6083271728997,001,0,207,0.095411,1.744237,2.277445,1.828137,1.305696,11323,0,19.75,0,0,0,unknow,unknow,,,,,,2017-11-27,2017-11-27,20171127
10001,511273569054473,561910137324149,BF-YM-zhule-0719-01,6083096527797,D-DABA,6083271837597,D-DABA-171126-christmas-7dclick,6083271837397,001,0,104,0.155962,2.69033,3.763341,1.724996,1.39884,6029,0,16.22,0,0,0,unknow,unknow,,,,,,2017-11-27,2017-11-27,20171127
10001,511273569054473,561910137324149,BF-YM-zhule-0719-01,6083096527797,D-DABA,6083271837597,D-DABA-171126-christmas-7dclick,6083271837197,002,0,163,0.19411,2.777631,4.125701,1.430954,1.485331,11391,0,31.64,0,0,0,unknow,unknow,,,,,,2017-11-27,2017-11-27,20171127
10001,511273569054473,561910137324149,BF-YM-zhule-0719-01,6082664208597,D-New-US,6083228814197,D-Wedding-New-V-OCPM-171124A-sapphire,6083228814997,2,0,5,0.322,10.454545,11.258741,3.246753,1.076923,154,0,1.61,0,0,0,unknow,unknow,,,524194797944933,http://www.jeulia.com/rhodium-plated-sterling-silver-sapphire-wedding-band-for-women.html?utm_source=facebook&utm_medium=fbad-d&utm_campaign=D-RM-WCA&utm_content=171024-214&utm_term=D-RM-WCA-V-171123,,2017-11-27,2017-11-27,20171127
10001,511273569054473,561910137324149,BF-YM-zhule-0719-01,6082664208597,D-New-US,6083228814197,D-Wedding-New-V-OCPM-171124A-sapphire,6083228814797,3,0,11,0.455455,10.060241,10.182927,2.208835,1.012195,498,0,5.01,0,0,0,unknow,unknow,,,524196804611399,http://www.jeulia.com/art-deco-milgrain-round-cut-created-white-sapphire-rhodium-plating-sterling-silver-women-s-ring.html?utm_source=facebook&utm_medium=fbad-d&utm_campaign=D-RM-WCA&utm_content=171024-216&utm_term=D-RM-WCA-V-171123,,2017-11-27,2017-11-27,20171127
10001,511273569054473,561910137324149,BF-YM-zhule-0719-01,6082664208597,D-New-US,6083228814197,D-Wedding-New-V-OCPM-171124A-sapphire,6083228814597,6,0,4,0.4225,10.5625,10.696203,2.5,1.012658,160,0,1.69,0,0,0,unknow,unknow,,,524206504610429,http://www.jeulia.com/halo-cushion-cut-sapphire-rhodium-plated-925-sterling-silver-women-s-ring.html?utm_source=facebook&utm_medium=fbad-d&utm_campaign=D-RM-WCA&utm_content=171024-222&utm_term=D-RM-WCA-V-171123,,2017-11-27,2017-11-27,20171127
10001,511273569054473,561910137324149,BF-YM-zhule-0719-01,6082664208597,D-New-US,6083228814197,D-Wedding-New-V-OCPM-171124A-sapphire,6083228814397,5,0,18,0.314444,14.934037,15.013263,4.74934,1.005305,379,0,5.66,0,0,0,unknow,unknow,,,524203611277385,http://www.jeulia.com/yellow-gold-round-cut-created-white-sapphire-engagement-ring-rg6s124.html?utm_source=facebook&utm_medium=fbad-d&utm_campaign=D-RM-WCA&utm_content=171024-220&utm_term=D-RM-WCA-V-171123,,2017-11-27,2017-11-27,20171127
10001,511273569054473,561910137324149,BF-YM-zhule-0719-01,6082664208597,D-New-US,6083228814197,D-Wedding-New-V-OCPM-171124A-sapphire,6083228813997,4,0,4,0.3425,10.458015,10.538462,3.053435,1.007692,131,0,1.37,0,0,0,unknow,unknow,,,524198417944571,http://www.jeulia.com/unique-marquise-cut-created-white-sapphire-engagement-ring-rg6s138.html?utm_source=facebook&utm_medium=fbad-d&utm_campaign=D-RM-WCA&utm_content=171024-218&utm_term=D-RM-WCA-V-171123,,2017-11-27,2017-11-27,20171127
