company_id,business_id,account_id,account_name,campaign_id,campaign_name,adset_id,adset_name,ad_id,ad_name,buying_type,clicks,cpc,cpm,cpp,ctr,frequency,impressions,mobile_app_install,spend,fb_mobile_add_to_cart,fb_mobile_purchase,fb_onsite_conversion_purchase,category,sub_category,image_url,image_hash,video_id,promoted_url,link,start_dt,stop_dt,dt
10001,511273569054473,559062810942215,Domob-Beijingart-01,6088869283196,FK_reengagement_AND_20170925,6088869282796,android-de,6089597376196,20171010,0,70,0.120857,3.571127,4.742152,2.954833,1.327915,2369,0,8.46,0,41,0,Games,Strategy,https://scontent.xx.fbcdn.net/v/t45.1600-4/22160166_6089597408596_8621758577381474304_n.png?oh=6b25c00704f243fd17e9ba6293cda065&oe=5A8EBD79,544cd2c6d964e261c690d4fb467dd2df,,http://play.google.com/store/apps/details?id=com.movga.fleetcommand.gp,,2017-11-27,2017-11-27,20171127
10001,511273569054473,559062810942215,Domob-Beijingart-01,6088869283196,FK_reengagement_AND_20170925,6088869282796,android-de,6088869282996,20170925,0,15,0.096667,2.650823,3.776042,2.74223,1.424479,547,0,1.45,0,4,0,Games,Strategy,https://scontent.xx.fbcdn.net/v/t45.1600-4/19946159_6083859518596_6088291531364499456_n.png?oh=959ae45fe6306c12314750a079f78474&oe=5A9A3110,2a8badb7bdcb8bc02d99c5fb23edd0da,,http://play.google.com/store/apps/details?id=com.movga.fleetcommand.gp,,2017-11-27,2017-11-27,20171127
10001,511273569054473,559062810942215,Domob-Beijingart-01,6088869283196,FK_reengagement_AND_20170925,6090041903596,android-de-appinstallyesterday,6090041903796,20171010,0,12,0.21,4.912281,7.241379,2.339181,1.474138,513,0,2.52,0,0,0,Games,Strategy,https://scontent.xx.fbcdn.net/v/t45.1600-4/22160166_6089597408596_8621758577381474304_n.png?oh=6b25c00704f243fd17e9ba6293cda065&oe=5A8EBD79,544cd2c6d964e261c690d4fb467dd2df,,http://play.google.com/store/apps/details?id=com.movga.fleetcommand.gp,,2017-11-27,2017-11-27,20171127
10001,511273569054473,559062810942215,Domob-Beijingart-01,6088869283196,FK_reengagement_AND_20170925,6090041903596,android-de-appinstallyesterday,6090041903396,20170925,0,18,0.139444,5.540839,8.229508,3.97351,1.485246,453,0,2.51,0,0,0,Games,Strategy,https://scontent.xx.fbcdn.net/v/t45.1600-4/19946159_6083859518596_6088291531364499456_n.png?oh=959ae45fe6306c12314750a079f78474&oe=5A9A3110,2a8badb7bdcb8bc02d99c5fb23edd0da,,http://play.google.com/store/apps/details?id=com.movga.fleetcommand.gp,,2017-11-27,2017-11-27,20171127
10001,511273569054473,559062810942215,Domob-Beijingart-01,6088868972396,FK_reengagement_IOS_20170925,6088869008996,ios-de,6089597376396,20171010,0,32,0.226875,6.10084,7.318548,2.689076,1.199597,1190,0,7.26,0,38,0,Games,Strategy,https://scontent.xx.fbcdn.net/v/t45.1600-4/22160166_6089597408596_8621758577381474304_n.png?oh=6b25c00704f243fd17e9ba6293cda065&oe=5A8EBD79,544cd2c6d964e261c690d4fb467dd2df,,https://itunes.apple.com/app/id1039748465,,2017-11-27,2017-11-27,20171127
10001,511273569054473,559062810942215,Domob-Beijingart-01,6088868972396,FK_reengagement_IOS_20170925,6088869008996,ios-de,6088868974196,20170925,0,9,0.427778,12.706271,15.461847,2.970297,1.216867,303,0,3.85,0,6,0,Games,Strategy,https://scontent.xx.fbcdn.net/v/t45.1600-4/19946159_6083859518596_6088291531364499456_n.png?oh=959ae45fe6306c12314750a079f78474&oe=5A9A3110,2a8badb7bdcb8bc02d99c5fb23edd0da,,https://itunes.apple.com/app/id1039748465,,2017-11-27,2017-11-27,20171127
10001,511273569054473,559062810942215,Domob-Beijingart-01,6088868972396,FK_reengagement_IOS_20170925,6090041934196,ios-de-appinstallyesterday,6090041934396,20171010,0,7,0.581429,8.255578,12.839117,1.419878,1.555205,493,0,4.07,0,0,0,Games,Strategy,https://scontent.xx.fbcdn.net/v/t45.1600-4/22160166_6089597408596_8621758577381474304_n.png?oh=6b25c00704f243fd17e9ba6293cda065&oe=5A8EBD79,544cd2c6d964e261c690d4fb467dd2df,,https://itunes.apple.com/app/id1039748465,,2017-11-27,2017-11-27,20171127
10001,511273569054473,559062810942215,Domob-Beijingart-01,6088868972396,FK_reengagement_IOS_20170925,6090041934196,ios-de-appinstallyesterday,6090041933996,20170925,0,1,0.38,3.838384,6.666667,1.010101,1.736842,99,0,0.38,0,0,0,Games,Strategy,https://scontent.xx.fbcdn.net/v/t45.1600-4/19946159_6083859518596_6088291531364499456_n.png?oh=959ae45fe6306c12314750a079f78474&oe=5A9A3110,2a8badb7bdcb8bc02d99c5fb23edd0da,,https://itunes.apple.com/app/id1039748465,,2017-11-27,2017-11-27,20171127
10001,511273569054473,559062810942215,Domob-Beijingart-01,6067450730996,FK_CPA_OTHER_AND-20161201,6067450732396,OTHER-android,6077335264596,20170330_p3_p327,0,5,0,0,0,0.64433,1.337931,776,1,0,0,0,0,Games,Strategy,https://scontent.xx.fbcdn.net/v/t45.1600-4/17616696_6077241383996_3648079503927803904_n.png?oh=6e429389b98e35e137eb666634f88596&oe=5A95A501,fe0682d33205741507a4067f2c134e90,,http://play.google.com/store/apps/details?id=com.movga.fleetcommand.gp,,2017-11-27,2017-11-27,20171127
10001,511273569054473,559062810942215,Domob-Beijingart-01,6067450730996,FK_CPA_OTHER_AND-20161201,6067450732396,OTHER-android,6074902077596,20170306-13-pic-p282,0,8,0,0,0,1.670146,1.30163,479,0,0,0,0,0,Games,Strategy,https://scontent.xx.fbcdn.net/v/t45.1600-4/16641224_6074902333396_4828252318329733120_n.png?oh=14b4815a4777769081a572dc3bdf4ded&oe=5AD4CF9B,66deb45985ce62d19ffc1adf54c8b0cc,,http://play.google.com/store/apps/details?id=com.movga.fleetcommand.gp,,2017-11-27,2017-11-27,20171127
10001,511273569054473,559062810942215,Domob-Beijingart-01,6067450730996,FK_CPA_OTHER_AND-20161201,6068142140996,OTHER-android-1209,6078222573996,20170406_v1_v44,0,34,1.152059,4.902992,5.282535,0.425585,1.077411,7989,7,39.17,0,0,0,Games,Strategy,https://scontent.xx.fbcdn.net/v/t15.0-10/17835293_1057347767700134_1498626789516247040_n.jpg?oh=f673a85854fac1eafbdffd9c08578b66&oe=5A92E498,,227949851015134,http://play.google.com/store/apps/details?id=com.movga.fleetcommand.gp,,2017-11-27,2017-11-27,20171127
