company_id,business_id,account_id,account_name,campaign_id,campaign_name,adset_id,adset_name,ad_id,ad_name,buying_type,clicks,cpc,cpm,cpp,ctr,frequency,impressions,mobile_app_install,spend,fb_mobile_add_to_cart,fb_mobile_purchase,fb_onsite_conversion_purchase,category,sub_category,image_url,image_hash,video_id,promoted_url,link,country,start_dt,stop_dt,year,month,week,dt
10001,511273569054473,525236970991466,Domob-KORAMGAMES-1201-01,6080008025171,TH-AEO-A1201-Seal-IOSOBT-VD-Male-Install5~10%-1107,6080008024171,VD76_S1,6080008032371,VD76_S1,0,0,0,4.166667,4.166667,0,1,36,0,0.15,0,0,0,Games,Role Playing,TH,,,537001506647595,https://itunes.apple.com/app/id1258412745,,2017-11-27,2017-11-27,2017,11,1,20171127
10001,511273569054473,525236970991466,Domob-KORAMGAMES-1201-01,6080008025171,TH-AEO-A1201-Seal-IOSOBT-VD-Male-Install5~10%-1107,6080008032771,VD38_S_CUT,6080008031571,VD38_S_CUT,0,0,0,1.666667,2,0,1.2,6,0,0.01,0,0,0,Games,Role Playing,TH,,,536979189983160,https://itunes.apple.com/app/id1258412745,,2017-11-27,2017-11-27,2017,11,1,20171127
10001,511273569054473,525236970991466,Domob-KORAMGAMES-1201-01,6080008025171,TH-AEO-A1201-Seal-IOSOBT-VD-Male-Install5~10%-1107,6080008032971,VD_PIC113,6080008032171,VD_PIC113,0,0,0,0.769231,0.769231,0,1,13,0,0.01,0,0,0,Games,Role Playing,TH,,,536971393317273,https://itunes.apple.com/app/id1258412745,,2017-11-27,2017-11-27,2017,11,1,20171127
10001,511273569054473,525236970991466,Domob-KORAMGAMES-1201-01,6080008025171,TH-AEO-A1201-Seal-IOSOBT-VD-Male-Install5~10%-1107,6080008033171,VD82_S,6080008030771,VD82_S,0,0,0,1.666667,1.666667,0,1,6,0,0.01,0,0,0,Games,Role Playing,TH,,,536981779982901,https://itunes.apple.com/app/id1258412745,,2017-11-27,2017-11-27,2017,11,1,20171127
10001,511273569054473,525236970991466,Domob-KORAMGAMES-1201-01,6080008025171,TH-AEO-A1201-Seal-IOSOBT-VD-Male-Install5~10%-1107,6080008033371,VD131_S_UI,6080008030971,VD131_S_UI,0,0,0,2.222222,2.222222,0,1,9,0,0.02,0,0,0,Games,Role Playing,TH,,,535975440083535,https://itunes.apple.com/app/id1258412745,,2017-11-27,2017-11-27,2017,11,1,20171127
10001,511273569054473,525236970991466,Domob-KORAMGAMES-1201-01,6080008025171,TH-AEO-A1201-Seal-IOSOBT-VD-Male-Install5~10%-1107,6080008033571,VD76_S,6080008031971,VD76_S,0,0,0,1.95122,1.95122,0,1,41,0,0.08,0,0,0,Games,Role Playing,TH,,,527627484251664,https://itunes.apple.com/app/id1258412745,,2017-11-27,2017-11-27,2017,11,1,20171127
10001,511273569054473,525236970991466,Domob-KORAMGAMES-1201-01,6080008025171,TH-AEO-A1201-Seal-IOSOBT-VD-Male-Install5~10%-1107,6080008033771,VD72_Character_CG_S,6080008032571,VD72_Character_CG_S,0,0,0,1.666667,1.666667,0,1,6,0,0.01,0,0,0,Games,Role Playing,TH,,,536980709983008,https://itunes.apple.com/app/id1258412745,,2017-11-27,2017-11-27,2017,11,1,20171127
10001,511273569054473,525236970991466,Domob-KORAMGAMES-1201-01,6080008025171,TH-AEO-A1201-Seal-IOSOBT-VD-Male-Install5~10%-1107,6080008033971,VD130_V,6080008031771,VD130_V,0,0,0,1.428571,1.428571,0,1,7,0,0.01,0,0,0,Games,Role Playing,TH,,,536983289982750,https://itunes.apple.com/app/id1258412745,,2017-11-27,2017-11-27,2017,11,1,20171127
10001,511273569054473,525236970991466,Domob-KORAMGAMES-1201-01,6080008024771,TH-AEO-A1201-Seal-IOSOBT-VD-Male-LV205~10%-1107,6080008029371,VD76_S1,6080008028371,VD76_S1,0,0,0,5.643564,5.816327,0,1.030612,101,0,0.57,0,0,0,Games,Role Playing,TH,,,537001506647595,https://itunes.apple.com/app/id1258412745,,2017-11-27,2017-11-27,2017,11,1,20171127
10001,511273569054473,525236970991466,Domob-KORAMGAMES-1201-01,6080008024771,TH-AEO-A1201-Seal-IOSOBT-VD-Male-LV205~10%-1107,6080008029571,VD76_S,6080008027371,VD76_S,0,0,0,1.111111,1.111111,0,1,9,0,0.01,0,0,0,Games,Role Playing,TH,,,527627484251664,https://itunes.apple.com/app/id1258412745,,2017-11-27,2017-11-27,2017,11,1,20171127
10001,511273569054473,525236970991466,Domob-KORAMGAMES-1201-01,6080008024771,TH-AEO-A1201-Seal-IOSOBT-VD-Male-LV205~10%-1107,6080008029971,VD38_S_CUT,6080008026771,VD38_S_CUT,0,0,0,2.5,2.5,0,1,12,0,0.03,0,0,0,Games,Role Playing,TH,,,536979189983160,https://itunes.apple.com/app/id1258412745,,2017-11-27,2017-11-27,2017,11,1,20171127
10001,511273569054473,525236970991466,Domob-KORAMGAMES-1201-01,6080008024771,TH-AEO-A1201-Seal-IOSOBT-VD-Male-LV205~10%-1107,6080008030171,VD131_S_UI,6080008028171,VD131_S_UI,0,0,0,1.176471,1.25,0,1.0625,17,0,0.02,0,0,0,Games,Role Playing,TH,,,535975440083535,https://itunes.apple.com/app/id1258412745,,2017-11-27,2017-11-27,2017,11,1,20171127
10001,511273569054473,525236970991466,Domob-KORAMGAMES-1201-01,6080008024771,TH-AEO-A1201-Seal-IOSOBT-VD-Male-LV205~10%-1107,6080008030371,VD130_V,6080008028771,VD130_V,0,0,0,0.625,0.625,0,1,16,0,0.01,0,0,0,Games,Role Playing,TH,,,536983289982750,https://itunes.apple.com/app/id1258412745,,2017-11-27,2017-11-27,2017,11,1,20171127
10001,511273569054473,525236970991466,Domob-KORAMGAMES-1201-01,6080008024771,TH-AEO-A1201-Seal-IOSOBT-VD-Male-LV205~10%-1107,6080008030571,VD82_S,6080008028971,VD82_S,0,0,0,0,0,0,1,1,0,0,0,0,0,Games,Role Playing,TH,,,536981779982901,https://itunes.apple.com/app/id1258412745,,2017-11-27,2017-11-27,2017,11,1,20171127
